title,price_sale,price_regular,url,image_url,out_of_stock,description,product_type,tags,variants,images
Medicated Leather Chappal MC01 Black,Rs.9200.00,Rs.12000.00,https://wolveyes.com/products/medicated-leather-chappal-brown-copy,,True,"Handcrafted Leather Chapal These traditional leather Kaptan Chapals are meticulously handcrafted for durability and comfort. Made from high-quality leather with intricate stitching, they offer a perfect blend of style and practicality. Ideal for any occasion, they provide a comfortable fit and timeless appeal. Key Features: 100% genuine leather for premium quality and long-lasting wear Handcrafted by skilled artisans with traditional techniques Comfortable, flexible sole for all-day wear Timeless, classic design suitable for various occasions Durable construction that ensures lasting performance",,,6 | SKU: | Rs.9200.00 | Rs.12000.00 | Available:False | Inventory: || 7 | SKU: | Rs.9200.00 | Rs.12000.00 | Available:False | Inventory: || 8 | SKU: | Rs.9200.00 | Rs.12000.00 | Available:False | Inventory: || 9 | SKU: | Rs.9200.00 | Rs.12000.00 | Available:False | Inventory: || 10 | SKU: | Rs.9200.00 | Rs.12000.00 | Available:False | Inventory: || 11 | SKU: | Rs.9200.00 | Rs.12000.00 | Available:False | Inventory: || 12 | SKU: | Rs.9200.00 | Rs.12000.00 | Available:False | Inventory: || 13 | SKU: | Rs.9200.00 | Rs.12000.00 | Available:False | Inventory: || 14 | SKU: | Rs.9200.00 | Rs.12000.00 | Available:False | Inventory:,https://cdn.shopify.com/s/files/1/0696/6106/5406/files/medicated-leather-chappal-black-727671.jpg?v=1747229082 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/medicated-leather-chappal-black-614718.jpg?v=1747229190 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/medicated-leather-chappal-black-719294.jpg?v=1747229190 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/medicated-leather-chappal-black-190242.jpg?v=1747229084 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/medicated-leather-chappal-black-653352.jpg?v=1747229083 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/medicated-leather-chappal-black-984568.jpg?v=1747229084 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/medicated-leather-chappal-black-758425.jpg?v=1747229082 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/medicated-leather-chappal-black-258925.jpg?v=1747229084 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/medicated-leather-chappal-black-604776.jpg?v=1747229083 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/medicated-leather-chappal-black-217895.jpg?v=1747229083 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/medicated-leather-chappal-black-771553.jpg?v=1747229083 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/medicated-leather-chappal-black-128799.jpg?v=1747229082
Medicated Leather Chappal MC01 Brown,Rs.9200.00,Rs.12000.00,https://wolveyes.com/products/galma-leather-chappal-brown-we03-copy,,True,"Handcrafted Leather Chapal These traditional leather Kaptan Chapals are meticulously handcrafted for durability and comfort. Made from high-quality leather with intricate stitching, they offer a perfect blend of style and practicality. Ideal for any occasion, they provide a comfortable fit and timeless appeal. Key Features: 100% genuine leather for premium quality and long-lasting wear Handcrafted by skilled artisans with traditional techniques Comfortable, flexible sole for all-day wear Timeless, classic design suitable for various occasions Durable construction that ensures lasting performance",,,6 | SKU: | Rs.9200.00 | Rs.12000.00 | Available:False | Inventory: || 7 | SKU: | Rs.9200.00 | Rs.12000.00 | Available:False | Inventory: || 8 | SKU: | Rs.9200.00 | Rs.12000.00 | Available:False | Inventory: || 9 | SKU: | Rs.9200.00 | Rs.12000.00 | Available:False | Inventory: || 10 | SKU: | Rs.9200.00 | Rs.12000.00 | Available:False | Inventory: || 11 | SKU: | Rs.9200.00 | Rs.12000.00 | Available:False | Inventory: || 12 | SKU: | Rs.9200.00 | Rs.12000.00 | Available:False | Inventory: || 13 | SKU: | Rs.9200.00 | Rs.12000.00 | Available:False | Inventory: || 14 | SKU: | Rs.9200.00 | Rs.12000.00 | Available:False | Inventory:,https://cdn.shopify.com/s/files/1/0696/6106/5406/files/medicated-leather-chappal-brown-500321.jpg?v=1745477263 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/medicated-leather-chappal-brown-462978.jpg?v=1745477275 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/medicated-leather-chappal-brown-317492.jpg?v=1745477263 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/medicated-leather-chappal-brown-335005.jpg?v=1745477263 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/medicated-leather-chappal-brown-568715.jpg?v=1745477263 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/medicated-leather-chappal-brown-948143.jpg?v=1745477264 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/medicated-leather-chappal-brown-410331.jpg?v=1745477264 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/medicated-leather-chappal-brown-784023.jpg?v=1745477263 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/medicated-leather-chappal-brown-695567.jpg?v=1745477264 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/medicated-leather-chappal-brown-426616.jpg?v=1745477264 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/medicated-leather-chappal-brown-909136.jpg?v=1745477264 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/kaptan-hand-made-chappal-we001-394313.webp?v=1747632087
Mild Leather Bifold Wallet MLB01 Brown,Rs.2500.00,Rs.3999.00,https://wolveyes.com/products/natural-full-grain-leather-bifold-wallet,,False,"Add a pop of personality to your accessories with the Mild  Leather Bifold Wallet . Crafted with premium materials and a sleek design, this wallet is the perfect balance of style and practicality for everyday use. Premium Leather : Made from high-quality genuine leather with a unique mustard-brown finish for a warm and modern look. Classic Bifold Design : A timeless structure that opens to reveal ample storage for your essentials. Functional Layout : Includes multiple card slots, a cash compartment, and a secure ID window for convenience. Compact and Slim : Designed to fit comfortably in your pocket without bulk. Versatile Appeal : The mustard-brown hue adds a contemporary twist to a classic accessory, making it suitable for casual and formal settings.",mens,,Black | SKU: | Rs.2500.00 | Rs.3999.00 | Available:True | Inventory: || Brown | SKU: | Rs.2500.00 | Rs.3999.00 | Available:True | Inventory:,https://cdn.shopify.com/s/files/1/0696/6106/5406/files/mustard-brown-leather-bifold-wallet-878751.png?v=1744968509 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/mustard-brown-leather-bifold-wallet-889410.png?v=1744968509 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/mustard-brown-leather-bifold-wallet-537751.png?v=1744968508 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/mild-leather-bifold-wallet-97091495.jpg?v=1751164485 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/mild-leather-bifold-wallet-26897945.png?v=1751164485 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/mild-leather-bifold-wallet-28531058.jpg?v=1751164485
Mild Leather Wallet MLB01 Black,Rs.2500.00,Rs.5200.00,https://wolveyes.com/products/soft-mild-bifold-leather-wallet-copy,,False,"Step up your accessory game with the  mild bifold leather wallet , a perfect blend of sleek elegance and distinctive texture. Made from high-quality Leather Wallet with   mild bifold leather wallet with a glossy , this wallet features a unique, textured surface that sets it apart from conventional leather designs. The rich black color adds sophistication, while the shiny, reflective finish brings a modern edge.",,,Black | SKU: | Rs.2500.00 | Rs.5200.00 | Available:True | Inventory:,https://cdn.shopify.com/s/files/1/0696/6106/5406/files/mild-leather-wallet-247415.jpg?v=1745062907 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/17_1.jpg?v=1744973546 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/18_1.jpg?v=1744973546 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/mild-leather-wallet-433214.jpg?v=1745062907 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/22.jpg?v=1744973546
Natural Leather Ladies Clutch LC01,Rs.6500.00,Rs.10500.00,https://wolveyes.com/products/copy-ladies-crocodile-clutch,,False,"Exude sophistication and timeless elegance with the Ladies clutch . Designed for those who appreciate luxury and functionality, this wallet is a statement accessory crafted to keep your essentials organized in style. Premium Material : Made from high-quality crocodile-patterned leather for a rich, textured finish. Spacious Design : Features multiple compartments for cash, cards, IDs, and receipts, ensuring everything has its place. Long Silhouette : A sleek, elongated profile that fits comfortably in your hand or bag. Timeless Elegance : The crocodile pattern and meticulous craftsmanship add a touch of luxury to your everyday carry. Secure Closure : Designed with a durable snap or zip closure to keep your belongings safe.",mens,,Black | SKU: | Rs.6500.00 | Rs.10500.00 | Available:True | Inventory: || Blue | SKU: | Rs.6500.00 | Rs.10500.00 | Available:True | Inventory: || Red | SKU: | Rs.6500.00 | Rs.10500.00 | Available:True | Inventory:,https://cdn.shopify.com/s/files/1/0696/6106/5406/files/natural-leather-ladies-clutch-7952216.jpg?v=1751496040 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/natural-leather-ladies-clutch-2680222.jpg?v=1752061711 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/natural-leather-ladies-clutch-4623206.jpg?v=1752076008 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/natural-leather-ladies-clutch-7354415.jpg?v=1752076007 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/natural-leather-ladies-clutch-2692199.jpg?v=1752076008 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/natural-leather-ladies-clutch-9143920.jpg?v=1752061711 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/natural-leather-ladies-clutch-4879249.jpg?v=1752061711 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/natural-leather-ladies-clutch-2591858.jpg?v=1752061711 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/natural-leather-ladies-clutch-5093935.jpg?v=1752076008 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/natural-leather-ladies-clutch-9107216.jpg?v=1752076008 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/natural-leather-ladies-clutch-7048040.jpg?v=1752076007 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/natural-leather-ladies-clutch-8215966.jpg?v=1752076008 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/natural-leather-ladies-clutch-2352340.jpg?v=1752076041 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/natural-leather-ladies-clutch-3490070.jpg?v=1752076007 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/natural-leather-ladies-clutch-5012556.jpg?v=1752076008 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/natural-leather-ladies-clutch-2648214.jpg?v=1752076007
Passport Cover,Rs.3500.00,Rs.4500.00,https://wolveyes.com/products/crazy-horse-rfid-safe-wallet-rf01-copy,,False,"Add a pop of personality to your accessories with the Passport Cover . Crafted with premium materials and a sleek design, this wallet is the perfect balance of style and practicality for everyday use. Premium Leather : Made from high-quality genuine leather with a unique  finish for a warm and modern look. Classic Bifold Design : A timeless structure that opens to reveal ample storage for your essentials. Functional Layout : Includes multiple card slots, a cash compartment, and a secure ID window for convenience. Compact and Slim : Designed to fit comfortably in your pocket without bulk. Versatile Appeal : The mustard-brown hue adds a contemporary twist to a classic accessory, making it suitable for casual and formal settings.",,,Brown | SKU: | Rs.3500.00 | Rs.4500.00 | Available:True | Inventory: || Black | SKU: | Rs.3500.00 | Rs.4500.00 | Available:True | Inventory:,https://cdn.shopify.com/s/files/1/0696/6106/5406/files/passport-cover-3143456.jpg?v=1757186157 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/passport-cover-5137890.jpg?v=1757186148 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/passport-cover-5514164.jpg?v=1757186159 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/passport-cover-3037758.jpg?v=1757186157 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/passport-cover-2134050.jpg?v=1757186148 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/passport-cover-6203888.jpg?v=1757186156 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/passport-cover-6992893.jpg?v=1757186147 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/passport-cover-4507262.jpg?v=1757186148 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/passport-cover-5591744.jpg?v=1757186149 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/passport-cover-9684285.jpg?v=1757186147 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/passport-cover-8038878.jpg?v=1757186148 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/passport-cover-8418053.jpg?v=1757186147 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/passport-cover-8083411.jpg?v=1757186156 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/passport-cover-2528420.jpg?v=1757186148 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/passport-cover-2533282.jpg?v=1757186155 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/passport-cover-4301573.jpg?v=1757186148
Pattent  Ladies Clutch LC02,Rs.9500.00,Rs.11500.00,https://wolveyes.com/products/copy-natural-leather-ladies-clutch-lc01,,False,"Exude sophistication and timeless elegance with the Ladies clutch . Designed for those who appreciate luxury and functionality, this wallet is a statement accessory crafted to keep your essentials organized in style. Premium Material : Made from high-quality crocodile-patterned leather for a rich, textured finish. Spacious Design : Features multiple compartments for cash, cards, IDs, and receipts, ensuring everything has its place. Long Silhouette : A sleek, elongated profile that fits comfortably in your hand or bag. Timeless Elegance : The crocodile pattern and meticulous craftsmanship add a touch of luxury to your everyday carry. Secure Closure : Designed with a durable snap or zip closure to keep your belongings safe.",mens,,Black | SKU: | Rs.9500.00 | Rs.11500.00 | Available:True | Inventory: || Mehroon | SKU: | Rs.9500.00 | Rs.11500.00 | Available:True | Inventory: || Gray | SKU: | Rs.9500.00 | Rs.11500.00 | Available:True | Inventory: || Brown | SKU: | Rs.9500.00 | Rs.11500.00 | Available:True | Inventory: || Mustard | SKU: | Rs.9500.00 | Rs.11500.00 | Available:True | Inventory:,https://cdn.shopify.com/s/files/1/0696/6106/5406/files/pattent-ladies-clutch-lc02-4715638.jpg?v=1757186139 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/pattent-ladies-clutch-lc02-3347641.jpg?v=1757186096 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/pattent-ladies-clutch-lc02-6132283.jpg?v=1757186097 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/pattent-ladies-clutch-lc02-1397910.jpg?v=1757186097 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/pattent-ladies-clutch-lc02-1413487.jpg?v=1757186098 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/pattent-ladies-clutch-lc02-4844945.jpg?v=1757186098 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/pattent-ladies-clutch-lc02-1583694.jpg?v=1757186099 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/pattent-ladies-clutch-lc02-7727651.jpg?v=1757186097 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/pattent-ladies-clutch-lc02-2087655.jpg?v=1757186097 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/pattent-ladies-clutch-lc02-4559523.jpg?v=1757186098 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/pattent-ladies-clutch-lc02-3759112.jpg?v=1757186097
Pattent Leather Card Holder PCH01,Rs.1850.00,Rs.2500.00,https://wolveyes.com/products/pattent-leather-card-holder,,False,"Step into luxury with the Pattent leather card holder , a perfect blend of sophistication and practicality. Featuring a high-gloss finish and an exquisite crocodile-embossed texture, this wallet is designed for those who value style and superior craftsmanship. High-Quality Material : Crafted from premium patent leather with a crocodile-embossed pattern for a sleek and polished look. Elegant Finish : The glossy surface adds a refined touch, making it a standout accessory. Ample Storage : Includes multiple compartments for cash, cards, IDs, and coins, keeping your essentials organized. Compact Design : Sleek and lightweight, it fits comfortably in your hand or handbag. Secure Closure : Features a durable snap or zip closure to keep your items safe and secure.",,,Black | SKU: | Rs.1850.00 | Rs.2500.00 | Available:True | Inventory: || Solid Maroon | SKU: | Rs.1850.00 | Rs.2500.00 | Available:True | Inventory:,https://cdn.shopify.com/s/files/1/0696/6106/5406/files/pattent-leather-card-holder-819864.webp?v=1744968401 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/pattent-leather-card-holder-296569.webp?v=1744968402 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/pattent-leather-card-holder-520830.webp?v=1744968402 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/pattent-leather-card-holder-578941.webp?v=1744968401 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/pattent-leather-card-holder-252017.webp?v=1744968401
Peshawri Leather Chappal PC01,Rs.6300.00,Rs.7500.00,https://wolveyes.com/products/peshawri-leather-chappal-we02,,False,"Handcrafted Leather  Chapal These traditional leather Kaptan Chapals are meticulously handcrafted for durability and comfort. Made from high-quality leather with intricate stitching, they offer a perfect blend of style and practicality. Ideal for any occasion, they provide a comfortable fit and timeless appeal. Key Features: 100% genuine leather for premium quality and long-lasting wear Handcrafted by skilled artisans with traditional techniques Comfortable, flexible sole for all-day wear Timeless, classic design suitable for various occasions Durable construction that ensures lasting performance",,,6 / 6 | SKU: | Rs.6300.00 | Rs.7500.00 | Available:True | Inventory: || 7 / 6 | SKU: | Rs.6300.00 | Rs.7500.00 | Available:True | Inventory: || 8 / 6 | SKU: | Rs.6300.00 | Rs.7500.00 | Available:True | Inventory: || 9 / 6 | SKU: | Rs.6300.00 | Rs.7500.00 | Available:True | Inventory: || 10 / 6 | SKU: | Rs.6300.00 | Rs.7500.00 | Available:False | Inventory: || 11 / 6 | SKU: | Rs.6300.00 | Rs.7500.00 | Available:False | Inventory: || 12 / 6 | SKU: | Rs.6300.00 | Rs.7500.00 | Available:True | Inventory: || 13 / 6 | SKU: | Rs.6300.00 | Rs.7500.00 | Available:False | Inventory: || 14 / 6 | SKU: | Rs.6300.00 | Rs.7500.00 | Available:False | Inventory:,https://cdn.shopify.com/s/files/1/0696/6106/5406/files/peshawri-leather-chappal-we02-961566.jpg?v=1748162341 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/peshawri-leather-chappal-we02-268641.jpg?v=1748162342 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/peshawri-leather-chappal-we02-614233.jpg?v=1748162341 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/peshawri-leather-chappal-we02-375745.jpg?v=1748162342 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/peshawri-leather-chappal-we02-956202.jpg?v=1748162342
Pure Leather Belt PLB01,Rs.3500.00,Rs.3500.00,https://wolveyes.com/products/pure-leather-belt,,False,"Crafted from high-quality full-grain leather, this premium belt offers durability, comfort, and timeless style. Its sleek design and sturdy buckle make it the perfect addition to any outfit casual or formal. Key Features: Full-Grain Leather : Durable and soft with a luxurious feel. Timeless Design : Perfect for jeans, chinos, or dress trousers. Adjustable Fit : Available in multiple sizes for a custom fit. Quality Craftsmanship : Built to last with attention to detail. Elevate your wardrobe with this stylish, long-lasting belt.",,,Brown | SKU: | Rs.3500.00 | Rs.3500.00 | Available:True | Inventory: || Black | SKU: | Rs.3500.00 | Rs.3500.00 | Available:True | Inventory:,https://cdn.shopify.com/s/files/1/0696/6106/5406/files/pure-leather-belt-866220.webp?v=1745320706 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/pure-leather-belt-817426.webp?v=1745320706 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/pure-leather-belt-581217.webp?v=1744968405 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/pure-leather-belt-227375.webp?v=1744968406 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/pure-leather-belt-647555.webp?v=1744968405 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/pure-leather-belt-574683.webp?v=1744968406 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/pure-leather-belt-546212.webp?v=1744968406 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/pure-leather-belt-876264.webp?v=1744968406 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/pure-leather-belt-527595.webp?v=1744968405 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/pure-leather-belt-151502.webp?v=1744968407
RFID PROTECTION LONG WALLET RFL04,Rs.4800.00,,https://wolveyes.com/products/rfid-protection-long-wallet,,False,"Elevate your accessory game with the luxurious Long Leather Wallet . Crafted from high-quality genuine leather, this sleek wallet boasts a striking  Long Leather Wallet  finish that exudes sophistication and style. The glossy patent leather adds a touch of elegance, while the bold black hue ensures versatility, pairing effortlessly with any outfit.",,,Default Title | SKU: | Rs.4800.00 |  | Available:True | Inventory:,https://cdn.shopify.com/s/files/1/0696/6106/5406/files/rfid-protection-long-wallet-896645.jpg?v=1747229096 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/rfid-protection-long-wallet-442057.jpg?v=1747229096 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/rfid-protection-long-wallet-206145.jpg?v=1747229095 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/rfid-protection-long-wallet-662174.jpg?v=1747229095 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/rfid-protection-long-wallet-614452.jpg?v=1747229096 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/rfid-protection-long-wallet-589388.jpg?v=1747229096
Soft Mild Bifold Leather Wallet SMB01,Rs.4200.00,Rs.7500.00,https://wolveyes.com/products/crazy-horse-bifold-wallet-copy,,False,"Step up your accessory game with the Soft mild bifold leather wallet , a perfect blend of sleek elegance and distinctive texture. Made from high-quality Leather Wallet with  Soft mild bifold leather wallet with a glossy , this wallet features a unique, textured surface that sets it apart from conventional leather designs. The rich black color adds sophistication, while the shiny, reflective finish brings a modern edge.",,,Black | SKU: | Rs.4200.00 | Rs.7500.00 | Available:True | Inventory:,https://cdn.shopify.com/s/files/1/0696/6106/5406/files/soft-mild-bifold-leather-wallet-472418.jpg?v=1745062909 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/soft-mild-bifold-leather-wallet-400974.jpg?v=1745062910 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/soft-mild-bifold-leather-wallet-710071.jpg?v=1745062910 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/soft-mild-bifold-leather-wallet-570974.jpg?v=1745062910 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/soft-mild-bifold-leather-wallet-645383.jpg?v=1745062910
Stylish Leather Belt SLB03,Rs.3500.00,Rs.4800.00,https://wolveyes.com/products/pure-leather-belt-we02,,False,"Crafted from high-quality full-grain leather, this premium belt offers durability, comfort, and timeless style. Its sleek design and sturdy buckle make it the perfect addition to any outfit—casual or formal. Key Features: Timeless Design : Perfect for jeans, chinos, or dress trousers. Adjustable Fit : Available in multiple sizes for a custom fit. Quality Craftsmanship : Built to last with attention to detail. Elevate your wardrobe with this stylish, long-lasting belt.",,,Default Title | SKU: | Rs.3500.00 | Rs.4800.00 | Available:True | Inventory:,https://cdn.shopify.com/s/files/1/0696/6106/5406/files/pure-leather-belt-we02-445378.webp?v=1744968400 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/pure-leather-belt-we02-651626.webp?v=1744968400 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/pure-leather-belt-we02-540594.webp?v=1744968401
Stylish Norozi Leather Chappal NC01 Black,Rs.11500.00,Rs.16500.00,https://wolveyes.com/products/stylish-norozi-leather-chappal-copy,,False,"Handcrafted Leather Chapal These traditional leather Kaptan Chapals are meticulously handcrafted for durability and comfort. Made from high-quality leather with intricate stitching, they offer a perfect blend of style and practicality. Ideal for any occasion, they provide a comfortable fit and timeless appeal. Key Features: 100% genuine leather for premium quality and long-lasting wear Handcrafted by skilled artisans with traditional techniques Comfortable, flexible sole for all-day wear Timeless, classic design suitable for various occasions Durable construction that ensures lasting performance",mens,,7 | SKU: | Rs.11500.00 | Rs.16500.00 | Available:True | Inventory: || 8 | SKU: | Rs.11500.00 | Rs.16500.00 | Available:True | Inventory: || 9 | SKU: | Rs.11500.00 | Rs.16500.00 | Available:True | Inventory: || 10 | SKU: | Rs.11500.00 | Rs.16500.00 | Available:True | Inventory: || 11 | SKU: | Rs.11500.00 | Rs.16500.00 | Available:True | Inventory: || 12 | SKU: | Rs.11500.00 | Rs.16500.00 | Available:True | Inventory:,https://cdn.shopify.com/s/files/1/0696/6106/5406/files/stylish-norozi-leather-chappal-black-100133.jpg?v=1748162349 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/stylish-norozi-leather-chappal-black-278322.jpg?v=1748162349 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/stylish-norozi-leather-chappal-black-691670.jpg?v=1748162348 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/stylish-norozi-leather-chappal-black-389228.jpg?v=1748162348 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/stylish-norozi-leather-chappal-black-379238.jpg?v=1748162348 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/stylish-norozi-leather-chappal-black-720346.jpg?v=1748162348 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/stylish-norozi-leather-chappal-black-402069.jpg?v=1748162348 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/stylish-norozi-leather-chappal-black-659037.jpg?v=1748162349 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/stylish-norozi-leather-chappal-black-476179.jpg?v=1748162349 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/stylish-norozi-leather-chappal-black-507770.jpg?v=1748162349
Stylish Norozi Leather Chappal NC01 BROWN,Rs.11500.00,Rs.16500.00,https://wolveyes.com/products/stylish-leather-chappal-brown-we05,,False,"Handcrafted Leather Chapal These traditional leather Kaptan Chapals are meticulously handcrafted for durability and comfort. Made from high-quality leather with intricate stitching, they offer a perfect blend of style and practicality. Ideal for any occasion, they provide a comfortable fit and timeless appeal. Key Features: 100% genuine leather for premium quality and long-lasting wear Handcrafted by skilled artisans with traditional techniques Comfortable, flexible sole for all-day wear Timeless, classic design suitable for various occasions Durable construction that ensures lasting performance",mens,,7 | SKU: | Rs.11500.00 | Rs.16500.00 | Available:True | Inventory: || 8 | SKU: | Rs.11500.00 | Rs.16500.00 | Available:True | Inventory: || 9 | SKU: | Rs.11500.00 | Rs.16500.00 | Available:True | Inventory: || 10 | SKU: | Rs.11500.00 | Rs.16500.00 | Available:True | Inventory: || 11 | SKU: | Rs.11500.00 | Rs.16500.00 | Available:False | Inventory: || 12 | SKU: | Rs.11500.00 | Rs.16500.00 | Available:True | Inventory:,https://cdn.shopify.com/s/files/1/0696/6106/5406/files/stylish-leather-chappal-we05-brown-316057.webp?v=1746451128 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/stylish-leather-chappal-we05-brown-742068.webp?v=1746451128 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/stylish-leather-chappal-we05-brown-341047.webp?v=1746451127 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/stylish-leather-chappal-we05-brown-288949.webp?v=1746451128 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/stylish-leather-chappal-we05-brown-918737.webp?v=1746451127
